Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
CE,6303,001,,1,4,3,,,1,,,,,,,,,2,0,"Nourani, Mehrdad","Sears, Mark R",,,,,nourani,mehrdad nourani
CE,6304,001,,2,6,4,1,2,,,,,,,,,,,0,"Carrion Schaefer, Benjamin",,,,,,gxm112130,yiorgos makris
CE,6306,001,,8,4,1,,,,,,,,,,,,1,0,"Zhou, Dian","Wang, Yifan",,,,,zhoud,dian zhou
CE,6325,002,,1,3,2,3,2,,,,,,,,,,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami",,,,,cms057000,carl sechen
CGS,2301,001,15,32,6,13,15,1,,6,,,1,,1,5,1,,4,"O'Toole, Alice J","Skolasinska, Paulina A",,,,,otoole,alice otoole
CGS,3361,001,6,,,2,1,,,,,,1,,,1,,,0,"Roark, Dana A","Winter-Nelson, Ezra",,,,,gsw130130,gagan wig
CHEM,1111,101,7,5,6,2,3,1,,,,,,,2,1,1,,2,"Qin, Yanping","Douglas, Teri A",,,,,nxa124430,nimali abeykoon
CHEM,1111,102,6,4,4,2,3,1,1,,,,,1,,2,,,5,"Qin, Yanping","Douglas, Teri A",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,103,16,4,5,1,,,,,,,,1,1,,1,,0,"Abeykoon, Nimali C","Rifat, Samia",,,,,axk113330,
CHEM,1111,104,14,4,2,1,,1,1,,,1,1,,1,,,,4,"Panangala, Samitha D","Kassees, Kara J",,,,,nxa124430,nimali abeykoon
CHEM,1111,105,8,9,4,1,1,,,,,1,,,2,,,,3,"Panangala, Samitha D","Kassees, Kara J",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,106,12,7,3,3,1,,3,,,,,,,,,,1,"Gavva, Sandhya R","Phelps, Shelby M",,,,,axk113330,
CHEM,1111,107,13,5,1,,3,1,,,,,,1,2,1,,,1,"Anka, Fadwa H","Kassees, Kara J",,,,,sgavva,sandhya gavva
CHEM,1111,108,10,8,5,1,2,1,1,,,,,1,1,,,,0,"Anka, Fadwa H","Kassees, Kara J",,,,,son051000,steven nielsen
CHEM,1111,109,12,7,,4,2,,,,1,1,,,2,,,,1,"Gavva, Sandhya R","Parsamian, Perouza",,,,,nxa124430,nimali abeykoon
CHEM,1111,110,10,7,3,3,1,1,,1,,,,,1,2,,,1,"Gavva, Sandhya R","Parsamian, Perouza",,,,,sgavva,sandhya gavva
CHEM,1111,111,5,6,7,1,2,1,,,1,,,1,2,1,,,3,"Abeykoon, Nimali C","Adams, Derik A",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,112,2,6,4,,2,,2,3,,,,1,5,,,,5,"Abeykoon, Nimali C",,,,,,axk113330,
CHEM,1111,113,14,8,1,1,,,1,,,,,,2,,1,,3,"Dissanayake, Dushanthi S","Shekarnoush, Mahsa",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,115,18,3,4,,2,1,,,,,,,1,,1,,0,"Qin, Yanping","Beck, Erling","Ahrari, Samira",,,,nxa124430,nimali abeykoon
CHEM,1111,116,20,4,2,,,1,,1,,,,,,,,,2,"Qin, Yanping","Beck, Erling","Ahrari, Samira",,,,yxq083000,yanping qin
CHEM,1111,117,15,8,1,,1,2,,1,,,,,,,,,2,"Huang, Yu","Chen, Chia Yuan",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,118,10,16,1,,1,,1,,1,,,,,,,,0,"Huang, Yu","Chen, Chia Yuan",,,,,nxa124430,nimali abeykoon
CHEM,1111,119,20,2,3,1,,,1,,,,,,3,,,,0,"Abeykoon, Nimali C","Liyanaarachchi, Sureshee M",,,,,axk113330,
CHEM,1111,120,15,2,4,,2,,1,,1,,,,1,,,,4,"Abeykoon, Nimali C","Liyanaarachchi, Sureshee M",,,,,yxh091220,yu huang
CHEM,1111,121,9,6,3,2,,2,1,,,,,,3,,1,,3,"Hashami, Zohreh","Mihranyan, Andranik",,,,,yxq083000,yanping qin
CHEM,1111,122,16,2,3,2,1,1,,,,,,,,1,1,,3,"Hashami, Zohreh","Mihranyan, Andranik",,,,,axk113330,
CHEM,1111,123,9,11,2,1,,,1,1,,,,,,,1,,3,"Anka, Fadwa H","Igie, Nosakhare F",,,,,yxh091220,yu huang
CHEM,1111,124,6,11,,2,2,,2,1,,,,,1,,,,4,"Anka, Fadwa H","Igie, Nosakhare F",,,,,yxq083000,yanping qin
CHEM,1111,125,15,8,1,2,1,1,,,,,,,,,,,2,"Gavva, Sandhya R","Tripathi, Kiran",,,,,sgavva,sandhya gavva
CHEM,1111,126,17,8,,1,,3,,,,,,,,,,,1,"Gavva, Sandhya R","Tripathi, Kiran",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,127,18,5,1,2,,,,,,,,,,,1,,3,"Sra, Amandeep K","Tripathi, Kiran",,,,,nxa124430,nimali abeykoon
CHEM,1111,128,15,5,1,1,2,,2,,,,1,,1,,,,2,"Sra, Amandeep K","Tripathi, Kiran",,,,,axk113330,
CHEM,1111,129,16,6,3,,1,1,,,,,1,,,,1,,1,"Gunawardhana, Kahawatte Gedara","Igie, Nosakhare F",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,130,9,6,1,3,1,1,1,1,1,,,,,1,2,,3,"Huang, Yu","Cook, Mariah A",,,,,nxa124430,nimali abeykoon
CHEM,1111,131,8,10,1,3,1,,,,,,,,,,2,,3,"Huang, Yu","Cook, Mariah A",,,,,yxq083000,yanping qin
CHEM,1111,133,18,4,,,,2,,,,,,,4,,1,,1,"Qin, Yanping","Beck, Erling","Ahrari, Samira",,,,yxh091220,yu huang
CHEM,1111,134,13,4,5,1,2,,,,1,,,,1,1,,,2,"Qin, Yanping","Beck, Erling","Ahrari, Samira",,,,yxq083000,yanping qin
CHEM,1111,135,9,13,3,2,1,,,,,,,,2,,,,0,"Dissanayake, Dushanthi S","Chen, Chia Yuan",,,,,nxa124430,nimali abeykoon
CHEM,1111,136,16,8,1,1,,,,,,,,,1,,,,2,"Qin, Yanping","Liyanaarachchi, Sureshee M","Ahrari, Samira",,,,dxd122030,dushanthi dissanayake
CHEM,1111,137,20,4,1,2,1,,,,,,,,,,,,2,"Qin, Yanping","Liyanaarachchi, Sureshee M",,,,,nxa124430,nimali abeykoon
CHEM,1111,138,18,2,2,,1,,1,1,,,,,3,1,,,1,"Abeykoon, Nimali C","Shekarnoush, Mahsa",,,,,axk113330,
CHEM,1111,139,10,5,2,3,1,,,,,,,,4,3,,,1,"Dissanayake, Dushanthi S","Johnson, Rebecca M",,,,,yxh091220,yu huang
CHEM,1111,140,7,2,7,2,4,,1,,,,,,2,1,,,3,"Dissanayake, Dushanthi S","Johnson, Rebecca M",,,,,axk113330,
CHEM,1111,141,9,7,3,3,1,1,1,,,,,,2,,,,3,"Gavva, Sandhya R",,,,,,yxh091220,yu huang
CHEM,1111,142,14,7,1,,1,2,,,,,,,2,,1,,2,"Gavva, Sandhya R","Mccleary, Corbin B",,,,,zxh088000,zohreh hashami
CHEM,1111,143,11,5,4,1,,1,,,,,,,3,2,,,3,"Huang, Yu","Parsamian, Perouza",,,,,jxy140930,yu huang
CHEM,1111,144,4,6,3,,4,,,,1,,,,4,2,2,,4,"Huang, Yu","Parsamian, Perouza",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,145,9,4,4,1,2,1,,1,,,,,,,2,,6,"Dissanayake, Dushanthi S","Polara, Himanshu S",,,,,aks057000,amandeep sra
CHEM,1111,146,13,3,2,2,1,,,1,1,,,,1,,,,6,"Anka, Fadwa H","Polara, Himanshu S",,,,,yxq083000,yanping qin
CHEM,1111,601,5,2,2,6,2,,,1,,1,,,4,,,,7,"Taghavi Nasrabadi, Amir","Phelps, Shelby M",,,,,yxh091220,yu huang
CHEM,1111,602,4,6,1,2,2,1,1,,,,1,,4,,,,3,"Taghavi Nasrabadi, Amir","Phelps, Shelby M",,,,,dxd122030,dushanthi dissanayake
CHEM,1111,605,6,6,1,3,,2,,,,,,,4,,1,,2,"Taghavi Nasrabadi, Amir","Firouzi, Hamid Reza",,,,,yxh091220,yu huang
CHEM,1111,607,10,5,1,,2,,,1,1,1,1,,,,,,1,"Taghavi Nasrabadi, Amir","Firouzi, Hamid Reza",,,,,yxh091220,yu huang
CHEM,1111,609,3,2,2,3,1,,1,2,,,,,1,,1,,3,"Sisk, Joshua R","Firouzi, Hamid Reza",,,,,yxh091220,yu huang
CHEM,1111,610,5,5,1,2,1,1,,,,,,,2,,2,,2,"Sisk, Joshua R","Firouzi, Hamid Reza",,,,,nxa124430,nimali abeykoon
CHEM,1111,612,7,3,1,,2,,,1,,,,,3,,,,4,"Taghavi Nasrabadi, Amir","Chen, Chia Yuan","Shekarnoush, Mahsa",,,,axt128930,
CHEM,1111,615,3,,2,,3,1,,,,,,,,,,,3,"Gunawardhana, Kahawatte Gedara","Johnson, Rebecca M",,,,,kxg141730,
CHEM,1112,101,6,,1,2,,,,,2,,,,2,,,,1,"Gunawardhana, Kahawatte Gedara","Rifat, Samia",,,,,yxq083000,yanping qin
CHEM,1112,102,6,5,4,3,1,1,1,,,,,3,,,2,,3,"Sra, Amandeep K","Douglas, Teri A",,,,,yxq083000,yanping qin
CHEM,1112,103,10,5,2,4,,2,,1,,,,,2,,2,,2,"Dissanayake, Dushanthi S","Polara, Himanshu S",,,,,sgavva,sandhya gavva
CHEM,1112,104,8,5,2,,4,,1,1,,2,,,2,,1,,2,"Dissanayake, Dushanthi S","Adams, Derik A",,,,,sgavva,sandhya gavva
CHEM,1112,105,15,4,,2,2,,1,,,,,,2,,,,3,"Sra, Amandeep K","Rifat, Samia",,,,,sgavva,sandhya gavva
CHEM,1112,106,4,1,2,1,2,1,,3,,,,1,3,1,,,3,"Panangala, Samitha D","Mccleary, Corbin B",,,,,nxa124430,nimali abeykoon
CHEM,1112,601,5,8,4,3,2,2,,,,,,,4,,,,2,"Gunawardhana, Kahawatte Gedara","Mihranyan, Andranik",,,,,sgavva,sandhya gavva
CHEM,1112,602,7,4,4,1,1,1,,6,,,1,1,1,,,,3,"Dissanayake, Dushanthi S","Cook, Mariah A",,,,,dxd122030,dushanthi dissanayake
CHEM,1115,HN1,17,13,,,,,,,,,,,,,,,0,"Sibert, John W",,,,,,sibertj,john sibert
CHEM,1311,001,2,5,6,5,3,6,3,5,1,2,4,,11,6,2,,11,"Taylor, Stephanie M",,,,,,sgavva,sandhya gavva
CHEM,1311,002,12,37,14,11,15,18,16,6,3,3,4,,6,29,9,,37,"Taylor, Stephanie M",,,,,,sibertj,john sibert
CHEM,1311,003,8,23,21,13,17,12,13,8,1,,4,,13,22,5,,26,"Sibert, John W",,,,,,dieckgr,gregg dieckmann
CHEM,1311,004,5,29,9,12,11,15,10,10,3,5,9,,12,29,10,,32,"Dieckmann, Gregg",,,,,,smt031000,stephanie taylor
CHEM,1311,005,6,27,15,17,19,15,7,16,2,3,8,,16,26,7,,28,"Dieckmann, Gregg",,,,,,smt031000,stephanie taylor
CHEM,1311,006,23,59,29,13,26,10,9,11,1,2,1,,8,23,8,,15,"Huang, Yu",,,,,,yxh091220,yu huang
CHEM,1311,007,1,11,7,13,6,9,12,7,6,5,5,,13,24,6,,33,"Abeykoon, Nimali C",,,,,,sgavva,sandhya gavva
CHEM,1311,008,4,29,19,22,17,23,11,14,3,3,6,,10,33,7,,34,"Hashami, Zohreh",,,,,,sgavva,sandhya gavva
CHEM,1312,001,22,27,21,22,19,22,13,18,16,6,9,6,17,9,15,,35,"Sra, Amandeep K","Nguyen, Trang",,,,,aks057000,amandeep sra
CHEM,1315,HN1,8,11,4,1,2,,1,,,,,,,2,,,1,"Sibert, John W",,,,,,sibertj,john sibert
CHEM,2123,101,19,8,2,,,,,,,,,,,,,,1,"Wijenayake, Sumudu N","Ma, Ziyuan",,,,,scortes,sergio cortes
CHEM,2123,102,15,6,3,,,1,,,,,,,,,,,4,"Wijenayake, Sumudu N","Ma, Ziyuan",,,,,scortes,sergio cortes
CHEM,2123,103,7,4,2,2,1,,,,,,,,,,,,3,"Panapitiya, Nimanka P","Ehrman, Ryanne N","Chowdhury, Muniruzzaman",,,,snw081000,sumudu wijenayake
CHEM,2123,104,5,15,2,3,,1,,,,,,,1,1,,,2,"Shah, Shailesh N","Brown, Monet R",,,,,sns170230,shailesh shah
CHEM,2123,105,8,12,4,3,1,,,1,,,,,,,,,0,"Shah, Shailesh N","Brown, Monet R",,,,,snw081000,sumudu wijenayake
CHEM,2123,106,18,5,4,1,2,,,,,,,,,,,,0,"Shah, Shailesh N","Brown, Monet R",,,,,sns170230,shailesh shah
CHEM,2123,107,20,5,3,1,,1,,,,,,,,,,,0,"Shah, Shailesh N","Brand, Emily J",,,,,sns170230,shailesh shah
CHEM,2123,108,18,7,4,,1,,,,,,,,,,,,0,"Shah, Shailesh N","Brand, Emily J",,,,,dnt019000,daniel tran
CHEM,2123,109,16,8,3,1,1,,1,,,,,,,,,,0,"Shah, Shailesh N","Brand, Emily J",,,,,sns170230,shailesh shah
CHEM,2123,110,19,8,1,1,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Ehrman, Ryanne N",,,,,dnt019000,daniel tran
CHEM,2123,111,19,5,2,,,1,1,,,1,,,,,,,0,"Wijenayake, Sumudu N","Ehrman, Ryanne N",,,,,sns170230,shailesh shah
CHEM,2123,112,12,7,5,1,1,3,,,,,,,,,,,0,"Tran, Daniel N","Shah, Tejas V",,,,,npp081000,nimanka panapitiya
CHEM,2123,113,10,12,3,1,1,1,,,,,,,,,,,2,"Shah, Shailesh N","Kikumoto Dias, Juliana",,,,,dnt019000,daniel tran
CHEM,2123,114,10,12,1,2,,1,,,,,,1,,,,,3,"Shah, Shailesh N","Kikumoto Dias, Juliana",,,,,dnt019000,daniel tran
CHEM,2123,115,21,4,4,,,,,,1,,,,,,,,0,"Wijenayake, Sumudu N","Chowdhury, Muniruzzaman",,,,,dnt019000,daniel tran
CHEM,2123,116,18,5,1,1,,,,,,1,,,,,,,0,"Wijenayake, Sumudu N","Chowdhury, Muniruzzaman",,,,,sns170230,shailesh shah
CHEM,2123,117,8,5,5,2,2,2,,,,,,,,,1,,3,"Panapitiya, Nimanka P","Chowdhury, Muniruzzaman",,,,,dnt019000,daniel tran
CHEM,2123,118,11,12,2,,,1,,,,,,,1,,2,,1,"Shah, Shailesh N","Ma, Ziyuan",,,,,sns170230,shailesh shah
CHEM,2123,119,16,3,6,1,3,,1,,,,,,,,,,0,"Shah, Shailesh N","Kikumoto Dias, Juliana",,,,,sns170230,shailesh shah
CHEM,2123,120,22,3,,1,,,,1,,,,,1,,,,2,"Shah, Shailesh N","Howlett, Thomas S",,,,,snw081000,sumudu wijenayake
CHEM,2123,121,21,4,3,,2,,,,,,,,,,,,0,"Shah, Shailesh N","Howlett, Thomas S",,,,,nxj190013,
CHEM,2123,122,15,6,6,1,,,,,,,,,,2,,,0,"Tran, Daniel N","Howlett, Thomas S",,,,,dnt019000,daniel tran
CHEM,2123,123,22,7,,,1,,,,,,,,,,,,0,"Tran, Daniel N","Nguyen, Ngoc Han",,,,,sns170230,shailesh shah
CHEM,2123,124,9,10,1,4,1,3,1,1,,,,,,,,,0,"Jaggi, Neelam","Li, Baowen",,,,,dnt019000,daniel tran
CHEM,2123,125,8,8,6,3,,,,,,,,,,,,,4,"Jaggi, Neelam","Li, Baowen",,,,,sns170230,shailesh shah
CHEM,2123,126,5,9,3,2,3,,,1,,,,,,1,,,5,"Tran, Daniel N","Li, Baowen",,,,,dnt019000,daniel tran
CHEM,2123,127,8,8,4,,2,,,1,1,,,,,,,,3,"Tran, Daniel N","Nguyen, Ngoc Han",,,,,dnt019000,daniel tran
CHEM,2123,601,15,12,,,1,1,,,,,,,,,,,1,"Cortes, Sergio J","Haque, Syed Fahad Bin",,,,,snw081000,sumudu wijenayake
CHEM,2123,602,14,10,4,,1,1,,,,,,,,,,,0,"Cortes, Sergio J","Haque, Syed Fahad Bin",,,,,sns170230,shailesh shah
CHEM,2123,603,16,9,1,2,1,,,,,,1,,,,,,0,"Jaggi, Neelam","Nguyen, Ngoc Han",,,,,snw081000,sumudu wijenayake
CHEM,2123,604,19,9,1,,1,,,,,,,,,,,,0,"Cortes, Sergio J","Shah, Tejas V",,,,,dnt019000,daniel tran
CHEM,2123,605,17,8,1,1,,,,,,,,1,1,,,,1,"Cortes, Sergio J","Shah, Tejas V",,,,,dnt019000,daniel tran
CHEM,2123,606,19,7,3,,,,1,,,,,,,,,,0,"Jaggi, Neelam","Haque, Syed Fahad Bin",,,,,scortes,sergio cortes
CHEM,2125,101,12,9,4,,,1,1,,,,,,,1,,,1,"Panangala, Samitha D","Bhadran, Abhi",,,,,sns170230,shailesh shah
CHEM,2125,102,9,13,4,3,,,,1,,,,,,,,,0,"Gunawardhana, Kahawatte Gedara","Boardman, Samuel",,,,,snw081000,sumudu wijenayake
CHEM,2125,103,11,8,1,4,2,,2,,,,,,,,,,1,"Tran, Daniel N","Abbas, Muhammad",,,,,snw081000,sumudu wijenayake
CHEM,2125,104,12,8,4,3,,,,,,,,,,1,,,1,"Cortes, Sergio J","Abbas, Muhammad",,,,,snw081000,sumudu wijenayake
CHEM,2125,105,6,10,3,2,,1,1,,,1,1,,2,1,,,2,"Tran, Daniel N","Bhadran, Abhi",,,,,snw081000,sumudu wijenayake
CHEM,2125,106,4,7,4,4,2,3,1,,,,,,,,,,1,"Jaggi, Neelam","Boardman, Samuel",,,,,sns170230,shailesh shah
CHEM,2125,107,3,18,1,3,1,,1,,,,,,1,,,,2,"Wijenayake, Sumudu N","Bhadran, Abhi",,,,,sns170230,shailesh shah
CHEM,2125,108,4,8,1,1,1,1,,1,1,,,,,,,,3,"Panangala, Samitha D","Abbas, Muhammad",,,,,zxh088000,zohreh hashami
CHEM,2127,HN1,19,1,,,,,,,,,,,,,,,2,"Thompson, Christina M","Boardman, Samuel",,,,,cmt120030,christina thompson
CHEM,2323,001,42,27,12,13,9,8,8,3,3,2,1,,3,6,1,,7,"Wijenayake, Sumudu N","Hoang, David T",,,,,npp081000,nimanka panapitiya
CHEM,2323,002,38,40,11,17,9,4,4,3,1,3,1,,1,3,3,,7,"Panapitiya, Nimanka P",,,,,,jxa041100,jung mo ahn
CHEM,2323,003,23,32,16,8,14,10,4,8,3,4,,,2,9,4,,9,"Gassensmith, Jeremiah J","Lumata, Jenica",,,,,snw081000,sumudu wijenayake
CHEM,2323,004,25,50,5,17,12,9,4,2,5,,3,,1,3,7,,3,"Stefan, Mihaela C","Udamulle Gedara, Chinthaka Mahesh","Ma, Ziyuan","Gunawardhana, Kahawatte Gedara","Taslimy, Somayeh",,scortes,sergio cortes
CHEM,2323,005,45,43,7,9,5,12,6,3,3,1,1,,1,3,2,,5,"Panapitiya, Nimanka P",,,,,,ras120030,ronald smaldone
CHEM,2323,006,6,8,3,3,4,4,3,4,4,,2,1,,2,1,,7,"Ahn, Jung-Mo","Hoang, David T",,,,,npp081000,nimanka panapitiya
CHEM,2323,007,19,38,11,12,15,7,9,4,6,3,1,,1,5,,,17,"Novak, Bruce M","Lumata, Jenica",,,,,scortes,sergio cortes
CHEM,2323,501,7,5,5,4,3,5,2,4,2,2,,,1,5,5,,15,"Tran, Daniel N",,,,,,dnt019000,daniel tran
CHEM,2325,001,12,37,10,35,2,8,9,3,4,4,3,,1,9,6,,6,"Thompson, Christina M",,,,,,cmt120030,christina thompson
CHEM,2325,501,4,13,6,12,9,14,5,1,5,6,1,,3,6,2,,11,"Cortes, Sergio J",,,,,,scortes,sergio cortes
CHEM,2327,HN1,,10,2,5,1,,,,1,,,,,2,,,2,"Biewer, Michael C",,,,,,biewerm,michael biewer
CHEM,2401,001,3,4,2,3,,1,2,2,,1,,,2,2,2,,1,"Dissanayake, Dushanthi S","Tian, Yafen",,,,,npp081000,nimanka panapitiya
CHEM,2401,002,1,6,3,3,5,1,1,,,,,,1,1,,,2,"Pantano, Paul","Perera, Alahendra Arachchige Sachini .",,,,,pantano,paul pantano
CHEM,2401,003,4,2,2,3,1,2,1,1,,,,,1,2,,,1,"Stelling, Allison","Remy, Ashele K",,,,,aks057000,amandeep sra
CHEM,2401,004,1,5,3,4,5,1,1,,,,,,,2,,,1,"Pantano, Paul","Kyrk, Trent M",,,,,pantano,paul pantano
CHEM,3321,001,19,13,8,19,14,10,2,2,,,1,,1,6,1,,4,"Nielsen, Steven","Torabifard, Hedieh","Mills, Kira R",,,,son051000,steven nielsen
CHEM,3322,001,3,7,6,3,9,1,3,2,,,4,,3,4,,,8,"Nielsen, Steven","Yan, Qing",,,,,son051000,steven nielsen
CHEM,3341,001,,33,3,,2,1,,,,,1,,2,,1,,5,"Chan, Julia Y","Ortega, Juan L",,,,,scd023000,sheel dodani
CHEM,3361,001,5,10,8,2,3,2,1,1,,1,,,2,3,1,,2,"Spiro, Stephen","Meloni, Gabriele","Kuo, Yiru","Miller, Edmund A","Curtis, Rose M","Falah, Rafah M",rmarsh,robert marsh
CHEM,3361,002,,15,13,7,2,4,2,2,1,5,1,,,2,1,,4,"Gavva, Sandhya R","Falah, Rafah M","Curtis, Rose M","Zeito, Sania","Wright, Katherine A","Soladogun, Adedamola S",sxd156730,sheena darcy
CHEM,3362,001,,2,1,,5,3,1,,2,1,,,,4,,,1,"Candas, Mehmet","Dejong, Jeff L",,,,,dejong,jeff dejong
CHEM,3471,001,2,5,,2,1,1,1,,,,,,,,,,2,"Ferraris, John","Smaldone, Ronald A","Udamulle Gedara, Chinthaka Mahesh","Garcia, Juan A",,,ferraris,john ferraris
CHEM,3471,002,,9,,,,,,,,,,,2,,,,1,"Smaldone, Ronald A",,,,,,jjg130230,jeremiah gassensmith
CHEM,3472,001,,3,4,,2,4,1,,1,,,1,1,1,,,1,"Goux, Warren J","Shafie, Arefeh","Sheybani, Simin","Ahrari, Samira","Siddiki, A K M Nur Alam","Wang, Hanghang",wgoux,warren goux
CHEM,3472,002,2,10,,2,4,,1,1,,,,,,3,1,,1,"Hashami, Zohreh","Sheybani, Simin","Siddiki, A K M Nur Alam","Ahrari, Samira","Shafie, Arefeh",,wgoux,warren goux
CHEM,3472,003,2,6,5,1,3,1,1,,2,,,,,1,,,4,"Qin, Yanping","Ahrari, Samira","Shafie, Arefeh","Sheybani, Simin","Siddiki, A K M Nur Alam","Wang, Hanghang",yxq083000,yanping qin
CHEM,3472,004,,2,,1,6,,,,1,,,1,1,2,,,5,"Goux, Warren J","Shafie, Arefeh","Sheybani, Simin","Ahrari, Samira","Siddiki, A K M Nur Alam","Wang, Hanghang",yxq083000,yanping qin
CHEM,5331,501,,8,6,6,6,2,,1,,,,,,,,,0,"Welin, Eric R",,,,,,erw190002,
CHEM,5341,001,,7,6,5,10,2,,,,,,,,,,,0,"Balkus, Kenneth",,,,,,jyc130130,julia chan
CHEM,5355,001,,24,1,1,5,,,3,,,,,1,,,,0,"Zheng, Jie",,,,,,jxz087000,jie zheng
CHEM,5361,001,,13,,,6,,,,,,,,,,,,0,"D'Arcy, Sheena","Olaluwoye, Oladimeji S",,,,,sxd156730,sheena darcy
CHEM,6100,001,,,,,,,,,,,,,,,,94,0,"Dodani, Sheel C",,,,,,gxm152330,gabriele meloni
CHIN,1311,001,6,5,2,2,,,,,,,,,,,,,0,"Chen, Bei",,,,,,bxc152730,bei chen
CHIN,1311,002,8,2,2,,1,,,,,,,,,,1,,4,"Zhang, Lei",,,,,,cxw133830,
CHIN,1312,001,12,8,2,,,,,1,,,,,,,,,0,"Chen, Bei",,,,,,bxc152730,bei chen
CHIN,2312,001,13,,,,,1,,,,,,,,,,,0,"Chen, Bei",,,,,,sxs180130,shuai shi
CLDP,3303,001,19,30,8,5,5,1,1,1,,,,,1,,,,1,"Evans, Julia L","Berglund-Barraza, Amy",,,,,mjm053000,mandy maguire
CLDP,3310,001,,49,1,,5,2,,,,,1,,1,,1,,0,"Touchstone, Emily W","Poudel, Sonali",,,,,exw010200,emily touchstone
CLDP,3310,501,,12,6,,3,1,,,,,,,,,,,1,"Bonner, Deborah L","Hafiz, Mariam",,,,,dbonner,deborah bonner
CLDP,3332,001,2,30,16,7,10,10,,4,,,1,1,4,3,,,4,"Holub, Shayla C",,,,,,dyb012000,dawn brinkley
CLDP,3336,001,,2,1,2,1,,1,,2,,,,,,1,,0,"Atchison, Kristin J",,,,,,kja042000,kristin atchison
CLDP,3339,001,,14,3,,6,,1,2,1,,,,,,,,0,"Huxtable-Jester, Karen J",,,,,,kxh014900,karen huxtable jester
CLDP,3342,501,,12,10,2,5,,,1,,,,,,3,,,0,"Smith, Olivia","De La Cerda, Callie B",,,,,jwb043000,john barfoot
CLDP,3362,001,,15,,,7,,,4,,,,,,1,,,0,"Grant, Meridith G","Alghamdi, Saad A",,,,,cxm056000,candice mills
CLDP,3362,002,4,18,,1,20,,,6,,,1,,2,5,1,,1,"Mills, Candice M","Gryder, Kieth",,,,,mga061000,meridith grant
CLDP,3394,001,,17,,,1,,,1,,,,,1,1,,,1,"Grant, Meridith G",,,,,,mga061000,meridith grant
CLDP,4344,001,1,3,5,2,4,2,4,,,,,,1,4,,,0,"Swanson, Meghan R","Wu, Dennis",,,,,few160030,felicia ward
CLDP,4347,001,1,9,8,4,7,1,,1,,,,,,1,1,,0,"Nelson Taylor, Jackie A","Li, Yue",,,,,jan110030,jackie nelson
COMD,6221,001,,14,8,3,1,,,1,,,,,,,,2,0,"Shembel, Adrianna C",,,,,,lougeay,
COMD,6222,001,,74,,,,,,,,,,,,,,,0,"Lougeay, Janice",,,,,,lougeay,
COMD,6240,001,,34,,,1,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,,exw010200,emily touchstone
COMD,6305,001,,,,,,,,,,,,,,,,18,0,"Katz, William","Moustafa, Rana",,,,,wkatz,william katz
COMD,6307,001,,13,,,,,,,,,,,,,,,0,"Maguire, Mandy",,,,,,mjm053000,mandy maguire
COMD,6308,001,,70,,,2,,,,,,,,,,,1,0,"Rich, Judith B","Melamed, Tina",,,,,cxd062000,
COMD,6320,001,,69,,,,,,,,,,,,,,,0,"Aldridge, Michelle A","Kenedi, Helen",,,,,aldridge,michelle aldridge
COMD,6377,001,,68,,,,,,,,,,,,,,,0,"Kenedi, Helen","Sale, Felicity F",,,,,kenedi,
COMD,6378,001,,37,,,2,,,,,,,,,,,1,0,"Dean, Lucinda L","Sale, Felicity F",,,,,lxl018300,
COMD,6V09,001,,26,,,,,,,,,,,,,,,0,"Aldridge, Michelle A",,,,,,aldridge,michelle aldridge
COMD,7204,501,,40,,,,,,,,,,,1,,,5,0,"Cook, Julie D",,,,,,jdc151030,
COMD,7219,001,,50,,,,,,,,,,,,,,3,0,"Touchstone, Emily W","Eppes, Anna A",,,,,exw010200,emily touchstone
COMD,7221,001,,10,,,1,,,,,,,,,,,,0,"Carter, Jessica A",,,,,,jar032000,
COMD,7301,001,,43,,,,,,,,,,,,,,,0,"Dean, Lucinda L",,,,,,lxl018300,
COMD,7309,001,,4,3,,,1,,,,,,,,,,4,0,"Hart, John",,,,,,jxh057100,
COMD,7336,001,,9,1,,,,,,,,,,,,,,0,"Rollins, Pamela R",,,,,,rollins,pam rollins
COMD,7V82,001,,12,,1,3,,,,,,,,,,,1,0,"Goffman, Lisa A",,,,,,lag160930,
COMM,1311,001,1,4,2,3,3,2,2,2,,,1,,1,2,,,1,"Baker, Barbara L",,,,,,blb140430,barbara baker
COMM,1311,002,1,7,5,2,,2,3,,,,,,1,2,1,,0,"Baker, Barbara L",,,,,,blb140430,barbara baker
COMM,1311,003,1,8,4,3,4,,1,,1,,,,,,1,,0,"Totusek, Patricia F",,,,,,pft140030,patricia totusek
